CDM project reference number,HostParty,Issuance process ID,Issuance date,Status,Total,Vintage Year
4551,VN,TUEV-SUED1659181231.11,23/3/23,Held," 108,109 ",2020
8026,CN,CTI1656571607.76,21/3/23,Held," 499,197 ",2013
5821,IN,ESPL1663331440.29,21/3/23,Held," 40,964 ",2013
2533,CN,TUEV-SUED1637224344.28,21/3/23,Held," 120,968 ",2013
9416,IN,poaiss128785984~IN,17/3/23,Held," 1,506,781 ",2013
6401,IN,4KEarth1640788887.99,16/3/23,Held," 539,881 ",2013
10187,IN,Applus1537274554.9,16/3/23,Held," 42,726 ",2015
3435,CN,Applus1659261341.38,16/3/23,Held," 433,342 ",2017
6883,IN,BVQI1662639002.62,16/3/23,Held," 3,381 ",2012
6883,IN,BVQI1662639002.62,16/3/23,Held," 56,498 ",2013
2918,CN,CCCI_DOE1662691300.15,16/3/23,Held," 1,872,576 ",2017
7030,CN,CTI1667189752.08,16/3/23,Held," 327,966 ",2018
10009,IN,KBS_Cert1650951647.62,16/3/23,Held," 59,343 ",2015
10510,CO,RWTUV1639050384.04,16/3/23,Held," 61,807 ",2014
8174,CN,CCSC_DOE1632291714.5,9/3/23,Held," 374,643 ",2017
554,CN,CCSC_DOE1648610125.05,9/3/23,Held," 205,057 ",2013
9570,CV,RINA1653915848.38,7/3/23,Held," 27,463 ",2020
7444,IN,Applus1621620492.05,6/3/23,Held," 213,185 ",2013
554,CN,CCSC_DOE1648609942.38,3/3/23,Held," 28,491 ",2013
10013,IN,Applus1649184529.93,2/3/23,Held," 112,451 ",2014
9918,IN,Applus1649270685.01,2/3/23,Held," 24,051 ",2014
9586,IN,Applus1654249113.1,2/3/23,Held," 17,266 ",2014
1032,CN,CTI1651192996.75,2/3/23,Held," 755,115 ",2007
1032,CN,CTI1651192996.75,2/3/23,Held," 201,751 ",2013
1032,CN,CTI1651799881.45,2/3/23,Held," 344,157 ",2017
5295,CN,CTI1663120390.82,2/3/23,Held," 439,839 ",2013
10059,BR,RINA1645111055.42,2/3/23,Held," 124,324 ",2014
7178,AR,RWTUV1652942822.16,2/3/23,Held," 1,644,505 ",2014
1987,CN,CCSC_DOE1656656046.12,1/3/23,Held," 115,182 ",2012
7030,CN,CTI1667189715.53,1/3/23,Held," 195,207 ",2017
6573,BR,poaiss513935742~BR,24/2/23,Held," 9,905 ",2020
6287,UY,AENOR1623664117.8,16/2/23,Held," 105,069 ",2014
2543,IN,Applus1645034241.05,16/2/23,Held," 6,952 ",2017
2215,CN,CCSC_DOE1656469354.45,16/2/23,Held," 94,156 ",2011
7354,IN,Korean Standards Association1653873266.17,16/2/23,Held," 558,809 ",2013
3532,VN,4KEarth1643368434.01,15/2/23,Held," 124,487 ",2018
7844,IN,Applus1652793275.83,15/2/23,Held," 54,821 ",2013
7844,IN,Applus1652793275.83,15/2/23,Held, 549 ,2012
4272,IN,Applus1654858518.84,15/2/23,Held," 13,993 ",2011
4272,IN,Applus1654858518.84,15/2/23,Held," 96,109 ",2013
297,SV,AENOR1595937910.29,9/2/23,Held," 141,954 ",2018
10150,IN,Applus1631524585.69,9/2/23,Held," 285,251 ",2016
8407,IN,Applus1649235875.66,9/2/23,Held," 31,405 ",2013
4181,CN,CTI1631259911.53,9/2/23,Held," 76,662 ",2016
5694,CN,CTI1631260194.7,9/2/23,Held," 133,931 ",2016
4181,CN,CTI1631761790.14,9/2/23,Held," 252,300 ",2018
10330,PK,KBS_Cert1647315972.3,9/2/23,Held," 90,005 ",2017
6865,IN,Applus1665135776.67,8/2/23,Held," 51,595 ",2013
6865,IN,Applus1665135776.67,8/2/23,Held," 3,437 ",2012
3825,CN,CCSC_DOE1649733681.73,8/2/23,Held," 128,588 ",2019
4197,IN,Applus1650643101.16,7/2/23,Held," 5,070 ",2012
4197,IN,Applus1650643101.16,7/2/23,Held," 35,128 ",2013
6870,IN,BVQI1661323832.19,6/2/23,Held," 40,781 ",2014
5694,CN,CTI1631496025.47,6/2/23,Held," 152,304 ",2019
9430,IN,Applus1630148354.68,3/2/23,Held," 179,403 ",2016
5310,VN,4KEarth1659696734.71,2/2/23,Held," 47,089 ",2018
2482,IN,Applus1653906753.88,2/2/23,Held," 32,217 ",2018
6328,IN,poaiss531316334~IN,1/2/23,Held," 292,366 ",2012
10236,CO,ICONTEC1652905164.11,30/1/23,Held," 854,309 ",2020
5433,IN,Applus1645786426.71,26/1/23,Held," 125,282 ",2013
5433,IN,Applus1645786426.71,26/1/23,Held," 2,766 ",2012
5010,IN,Applus1649271961.09,26/1/23,Held," 17,664 ",2013
5010,IN,Applus1649271961.09,26/1/23,Held," 2,260 ",2011
7731,MM,CCSC_DOE1657719853.53,26/1/23,Held," 416,660 ",2020
10365,PK,CTI1646193359.56,26/1/23,Held," 96,602 ",2019
968,BR,ESPL1619071381.62,26/1/23,Held," 164,186 ",2019
10091,BR,RINA1645637819.34,26/1/23,Held," 562,649 ",2015
6573,BR,poaiss154708671~BR,25/1/23,Held," 294,754 ",2020
7110,BR,ESPL1616499690.86,23/1/23,Held," 36,120 ",2019
5341,KE,poaiss944651905~KE,20/1/23,Held," 96,410 ",2020
2819,IN,Applus1642424659.75,20/1/23,Held," 197,880 ",2018
6338,CN,CCSC_DOE1652416802.63,20/1/23,Held," 32,737 ",2019
8880,CN,Applus1646852506.7,19/1/23,Held," 284,221 ",2014
4709,IN,Applus1649272300.33,19/1/23,Held," 21,524 ",2014
8723,CN,CCCI_DOE1562081806.02,19/1/23,Held," 415,024 ",2013
8691,CN,CTI1653892849.67,19/1/23,Held," 401,131 ",2013
3991,CN,CTI1657177489.05,19/1/23,Held," 76,017 ",2016
10262,IN,ESPL1634236113.83,19/1/23,Held," 28,286 ",2017
9741,CL,ESPL1647964164.45,19/1/23,Held," 621,279 ",2018
2965,IN,KBS_Cert1638247715.65,19/1/23,Held," 123,824 ",2013
6083,ZA,RWTUV1565352572.77,19/1/23,Held," 157,418 ",2018
425,MX,RWTUV1577707025.72,19/1/23,Held," 36,326 ",2012
425,MX,RWTUV1577707025.72,19/1/23,Held," 136,306 ",2013
10135,IN,Applus1631522128.42,17/1/23,Held," 160,359 ",2016
6912,IN,Applus1644947084.74,17/1/23,Held," 5,833 ",2012
6912,IN,Applus1644947084.74,17/1/23,Held," 91,305 ",2013
4097,CN,CTI1653379843.61,17/1/23,Held," 14,432 ",2012
4097,CN,CTI1653379843.61,17/1/23,Held," 321,693 ",2013
4330,CN,CTI1632894028.58,16/1/23,Held," 82,298 ",2013
889,BR,ESPL1652448811.91,16/1/23,Held," 27,510 ",2016
6573,BR,poaiss620595207~BR,12/1/23,Held," 127,650 ",2019
4626,VN,Applus1592047858.16,12/1/23,Held," 25,286 ",2013
4626,VN,Applus1592047858.16,12/1/23,Held," 1,149 ",2012
6693,PE,Applus1637166358.0,12/1/23,Held," 100,291 ",2013
6693,PE,Applus1637166358.0,12/1/23,Held," 6,872 ",2012
118,IN,Applus1654160935.46,12/1/23,Held," 56,240 ",2013
118,IN,Applus1654160935.46,12/1/23,Held," 13,703 ",2012
3435,CN,Applus1659261305.22,12/1/23,Held," 1,117,317 ",2013
5036,CN,CTI1652056483.06,12/1/23,Held," 91,668 ",2019
6179,CN,CTI1652056980.0,12/1/23,Held," 147,094 ",2019
7337,CN,CTI1657502802.62,12/1/23,Held," 307,974 ",2016
7339,CN,CTI1657503066.0,12/1/23,Held," 334,472 ",2016
7552,CN,CTI1657503295.56,12/1/23,Held," 296,646 ",2016
4597,CN,CTI1657621129.38,12/1/23,Held," 67,942 ",2016
1410,BR,ESPL1644926052.75,9/1/23,Held," 23,008 ",2020
3469,CN,CCSC_DOE1656469109.08,6/1/23,Held," 47,784 ",2012
4912,CN,CCSC_DOE1657810726.81,6/1/23,Held," 150,833 ",2011
3060,CN,CCSC_DOE1657887869.4,6/1/23,Held," 44,208 ",2012
6287,UY,AENOR1623664390.36,5/1/23,Held," 4,870 ",2019
7446,IN,Applus1571770253.41,5/1/23,Held," 65,933 ",2013
10250,IN,Applus1634577234.84,5/1/23,Held," 36,250 ",2016
4856,IN,Applus1645786045.0,5/1/23,Held," 129,102 ",2014
3804,CN,CCCI_DOE1657548988.03,5/1/23,Held," 89,707 ",2012
1366,CN,CCSC_DOE1657251548.3,5/1/23,Held," 308,901 ",2013
1366,CN,CCSC_DOE1657724012.25,5/1/23,Held," 550,479 ",2016
2441,CN,CCSC_DOE1657888237.42,5/1/23,Held," 46,548 ",2012
6715,PE,ICONTEC1658408017.27,5/1/23,Held," 118,148 ",2016
6350,BR,RINA1654098434.74,5/1/23,Held," 702,275 ",2013
10186,UG,poaiss539165450~UG,4/1/23,Held," 600,114 ",2018
1265,CL,AENOR1622111776.81,3/1/23,Held," 572,509 ",2016
10136,IN,Applus1631524334.05,3/1/23,Held," 168,917 ",2016
3598,IN,Applus1645786626.35,3/1/23,Held," 34,546 ",2011
3598,IN,Applus1645786626.35,3/1/23,Held," 91,423 ",2013
117,IN,Applus1654244802.21,3/1/23,Held," 11,089 ",2012
117,IN,Applus1654244802.21,3/1/23,Held," 37,467 ",2013
2899,CN,Applus1654247134.31,3/1/23,Held," 233,676 ",2013
2899,CN,Applus1654247134.31,3/1/23,Held," 2,256 ",2012
5181,CN,CEPREI_Cert1653476152.4,3/1/23,Held," 62,613 ",2018
8920,CN,CTI1661580316.13,3/1/23,Held," 18,690 ",2018
7858,BR,RINA1654098295.53,3/1/23,Held," 196,354 ",2013
7802,BR,RINA1654098354.03,3/1/23,Held," 256,372 ",2013
7725,BR,RINA1654098486.47,3/1/23,Held," 1,307,235 ",2013
9063,BR,RINA1605621268.01,29/12/22,Held," 454,851 ",2013
6573,BR,poaiss144833768~BR,27/12/22,Held," 541,998 ",2018
10312,UG,CRA1647606356.39,27/12/22,Held," 87,330 ",2019
6534,BR,RINA1622111170.91,27/12/22,Held," 2,013,272 ",2015
6207,RW,poaiss596609418~RW,22/12/22,Held," 123,309 ",2020
5342,GH,poaiss292415226~GH,22/12/22,Held," 47,815 ",2020
5342,NG,poaiss528076843~NG,22/12/22,Held," 72,244 ",2020
9688,IN,Applus1629204930.1,22/12/22,Held," 446,632 ",2013
6201,IN,Applus1647947674.09,22/12/22,Held," 22,747 ",2012
6201,IN,Applus1647947674.09,22/12/22,Held," 160,130 ",2013
9467,IN,Applus1647968253.35,22/12/22,Held," 7,963 ",2020
5871,IN,Applus1649101723.12,22/12/22,Held," 19,942 ",2012
5871,IN,Applus1649101723.12,22/12/22,Held," 103,239 ",2013
3591,IN,Applus1649273496.41,22/12/22,Held," 439,903 ",2013
3591,IN,Applus1649273496.41,22/12/22,Held," 26,427 ",2012
6667,IN,Applus1650365952.7,22/12/22,Held, 95 ,2012
6667,IN,Applus1650365952.7,22/12/22,Held," 40,800 ",2013
6720,IN,Applus1651315856.34,22/12/22,Held," 63,403 ",2013
6720,IN,Applus1651315856.34,22/12/22,Held, 836 ,2012
1549,IN,BVQI1650456832.28,22/12/22,Held," 43,475 ",2016
4320,CN,CCCI_DOE1658110679.73,22/12/22,Held," 1,612,753 ",2018
6205,CN,CCCI_DOE1658633988.95,22/12/22,Held," 37,578 ",2012
8682,CN,CTI1653577183.61,22/12/22,Held," 102,891 ",2013
2265,IN,ESPL1631095093.78,22/12/22,Held," 63,787 ",2018
7196,BR,KBS_Cert1652005795.46,22/12/22,Held," 1,957,764 ",2013
9244,IN,Applus1614794348.18,19/12/22,Held," 241,608 ",2014
1514,IN,Applus1635279755.99,19/12/22,Held," 84,429 ",2013
9960,KE,AENOR1646752598.6,15/12/22,Held," 12,832 ",2018
7783,KE,AENOR1646752771.77,15/12/22,Held," 28,342 ",2018
5023,KE,AENOR1646752799.22,15/12/22,Held," 24,156 ",2018
5661,CN,CCCI_DOE1658508609.34,15/12/22,Held," 56,824 ",2012
5681,CN,CCCI_DOE1658508974.42,15/12/22,Held," 82,722 ",2012
5895,CN,CCCI_DOE1658632274.87,15/12/22,Held," 41,228 ",2012
8324,IN,BVQI1644410049.37,14/12/22,Held," 520,589 ",2013
6338,CN,CCSC_DOE1652416605.62,14/12/22,Held," 115,552 ",2015
9544,IN,Applus1650285384.71,9/12/22,Held," 13,566 ",2014
5556,VN,4KEarth1646130258.5,8/12/22,Held," 223,111 ",2020
6610,IN,Applus1487584585.24,8/12/22,Held," 19,636 ",2014
9095,UY,Applus1617822856.47,8/12/22,Held," 150,566 ",2014
3926,IN,Applus1631526780.68,8/12/22,Held," 87,023 ",2013
4209,IN,Applus1644520745.77,8/12/22,Held," 61,102 ",2013
4209,IN,Applus1644520745.77,8/12/22,Held," 45,045 ",2011
968,BR,ESPL1619071262.54,8/12/22,Held," 180,778 ",2017
2992,CM,RINA1624007418.2,8/12/22,Held," 240,768 ",2018
5652,CN,Applus1655979651.05,7/12/22,Held," 278,505 ",2013
10443,MG,poaiss117175179~MG,6/12/22,Held," 220,392 ",2020
10474,BI,poaiss451424024~BI,6/12/22,Held," 183,191 ",2020
10319,IN,Applus1637070522.55,1/12/22,Held," 200,687 ",2016
6732,CN,Applus1652436711.09,1/12/22,Held," 287,343 ",2016
5693,CN,CCSC_DOE1657286539.13,1/12/22,Held," 57,981 ",2012
6133,CN,CCSC_DOE1657724336.53,1/12/22,Held," 49,785 ",2012
6255,CN,CCSC_DOE1658305744.34,1/12/22,Held," 66,147 ",2012
6724,CN,CTI1655358526.53,1/12/22,Held," 364,092 ",2013
3009,KR,Korean Standards Association1658880958.74,1/12/22,Held," 92,885 ",2013
3009,KR,Korean Standards Association1658880958.74,1/12/22,Held," 19,280 ",2011
6208,BR,RINA1645547074.11,1/12/22,Held," 236,809 ",2014
9824,LK,RWTUV1462947718.63,1/12/22,Held," 31,118 ",2014
9416,IN,poaiss516945233~IN,28/11/22,Held," 2,134,276 ",2013
9416,IN,poaiss328853777~IN,25/11/22,Held," 507,236 ",2019
3238,IN,Applus1624268245.47,25/11/22,Held," 91,325 ",2017
2513,CN,Applus1652785543.24,25/11/22,Held," 506,179 ",2013
7951,IN,KBS_Cert1640080518.81,25/11/22,Held," 109,245 ",2013
5239,IN,Applus1629985351.07,24/11/22,Held," 183,392 ",2013
5239,IN,Applus1629985351.07,24/11/22,Held, 915 ,2012
1872,CN,Applus1639131086.07,24/11/22,Held," 57,607 ",2016
1872,CN,Applus1639131125.73,24/11/22,Held," 2,024,030 ",2016
3578,IN,Applus1646933694.52,24/11/22,Held," 24,067 ",2010
3578,IN,Applus1646933694.52,24/11/22,Held," 45,848 ",2013
7400,VN,CarbonCheck_Cert1652940943.08,24/11/22,Held," 198,113 ",2013
7834,CN,sergeyf731650363867.4,24/11/22,Held," 434,350 ",2016
6522,IN,Applus1645104022.57,21/11/22,Held," 131,797 ",2015
5863,IN,ESPL1645524932.56,21/11/22,Held," 115,400 ",2015
6411,BR,ICONTEC1610568339.9,21/11/22,Held," 79,425 ",2019
10497,FJ,poaiss4296515~FJ,18/11/22,Held," 54,673 ",2020
9755,IN,Applus1637857814.05,17/11/22,Held," 26,269 ",2015
9173,CN,Applus1646935905.12,17/11/22,Held," 399,484 ",2013
267,IN,Applus1650996010.27,17/11/22,Held," 6,475 ",2011
267,IN,Applus1650996010.27,17/11/22,Held," 1,694 ",2013
6009,CN,CCSC_DOE1656468452.9,17/11/22,Held," 63,580 ",2012
5862,CN,CCSC_DOE1656469564.2,17/11/22,Held," 51,829 ",2012
3606,CN,CTI1644905145.47,17/11/22,Held," 261,359 ",2013
8914,CL,CarbonCheck_Cert1594976511.28,17/11/22,Held," 228,425 ",2013
7611,IN,ESPL1646812736.16,17/11/22,Held," 1,976,885 ",2013
5368,ID,TUEV-SUED1650606634.66,17/11/22,Held," 163,547 ",2020
776,IN,Applus1537355481.96,11/11/22,Held," 34,326 ",2013
7939,IN,BVQI1646995329.58,11/11/22,Held," 88,418 ",2013
8833,IN,Applus1642187396.16,10/11/22,Held," 36,764 ",2013
7778,IN,Applus1643049284.49,10/11/22,Held, 541 ,2012
7778,IN,Applus1643049284.49,10/11/22,Held," 61,096 ",2013
6909,IN,Applus1648040640.07,10/11/22,Held," 2,850 ",2012
6909,IN,Applus1648040640.07,10/11/22,Held," 56,699 ",2013
7842,IN,BVQI1644231521.54,10/11/22,Held," 101,651 ",2013
4900,CN,CTI1652858808.55,10/11/22,Held," 1,000,385 ",2016
5495,BR,RINA1654098536.77,10/11/22,Held," 826,194 ",2017
1134,BR,EPIC_Sust1617293652.83,9/11/22,Held," 725,623 ",2013
9064,BR,ESPL1649222769.17,9/11/22,Held," 511,663 ",2013
52,BR,EPIC_Sust1555602184.73,7/11/22,Held," 600,903 ",2011
52,BR,EPIC_Sust1555602295.46,7/11/22,Held," 1,116,638 ",2013
9077,BR,ESPL1649222976.3,7/11/22,Held," 658,198 ",2014
9069,BR,ESPL1650472150.79,7/11/22,Held," 641,035 ",2014
10017,IN,Applus1613067450.17,3/11/22,Held," 59,088 ",2014
5486,IN,Applus1629116195.24,3/11/22,Held," 72,863 ",2016
9699,IN,Applus1635872016.25,3/11/22,Held," 229,498 ",2013
1600,IN,Applus1643705917.45,3/11/22,Held," 274,490 ",2014
5657,CN,Applus1652435479.25,3/11/22,Held," 347,458 ",2016
5238,CN,Applus1652439738.87,3/11/22,Held," 250,117 ",2016
6229,CN,Applus1652439797.45,3/11/22,Held," 112,984 ",2016
3937,CN,Applus1652791300.49,3/11/22,Held," 308,434 ",2013
9746,CN,CTI1650350108.9,3/11/22,Held," 706,221 ",2014
6160,IN,ESPL1645357569.1,3/11/22,Held," 55,912 ",2019
9507,IN,poaiss565977235~IN,2/11/22,Held," 41,662 ",2020
2630,CO,ESPL1596788514.66,2/11/22,Held," 12,020 ",2010
2630,CO,ESPL1596788514.66,2/11/22,Held," 54,817 ",2013
851,KR,KTRCert1634099896.22,2/11/22,Held," 100,079 ",2020
836,IN,Applus1630246927.59,27/10/22,Held," 79,302 ",2014
3838,CN,CCSC_DOE1648518795.04,27/10/22,Held," 867,670 ",2013
8117,CN,CCSC_DOE1650545251.99,27/10/22,Held," 210,402 ",2015
8115,CN,CCSC_DOE1650546723.01,27/10/22,Held," 231,575 ",2015
7495,CN,CCSC_DOE1652417004.38,27/10/22,Held," 221,658 ",2015
1134,BR,EPIC_Sust1617293920.03,27/10/22,Held," 419,721 ",2015
9111,IN,ESPL1629456530.78,27/10/22,Held," 49,024 ",2018
244,IN,KBS_Cert1644293068.21,27/10/22,Held," 18,653 ",2019
3033,IN,KBS_Cert1652085333.17,27/10/22,Held," 200,565 ",2019
4936,BR,RINA1645547225.1,27/10/22,Held," 133,459 ",2014
1834,GT,RWTUV1608022370.81,27/10/22,Held," 607,518 ",2017
1994,CN,TUEV-SUED1637225193.39,27/10/22,Held," 98,997 ",2013
1994,CN,TUEV-SUED1637927280.68,27/10/22,Held," 130,876 ",2015
480,BR,ESPL1648200864.81,21/10/22,Held," 42,787 ",2013
480,BR,ESPL1648200864.81,21/10/22,Held," 2,395 ",2012
8960,PH,Applus1635788076.19,20/10/22,Held," 634,763 ",2014
9078,IN,BVQI1650037521.35,20/10/22,Held, 154 ,2012
9078,IN,BVQI1650037521.35,20/10/22,Held," 155,536 ",2013
1284,CN,CTI1651751240.47,20/10/22,Held," 1,413,073 ",2016
9044,CL,CarbonCheck_Cert1594977201.11,20/10/22,Held," 256,164 ",2014
8204,PE,CarbonCheck_Cert1633017299.56,20/10/22,Held," 64,577 ",2016
480,BR,ESPL1648200436.55,20/10/22,Held," 5,345 ",2011
9212,IN,KBS_Cert1644843870.06,20/10/22,Held," 26,760 ",2019
9074,LK,KBS_Cert1627459857.4,18/10/22,Held," 45,007 ",2018
191,NI,KBS_Cert1650603779.06,18/10/22,Held," 255,714 ",2013
8589,IN,Applus1646842853.36,17/10/22,Held," 118,729 ",2013
8589,IN,Applus1646842853.36,17/10/22,Held, 302 ,2012
740,EG,AENOR1646992345.39,14/10/22,Held," 422,798 ",2013
2742,EG,AENOR1646847463.68,13/10/22,Held," 452,997 ",2013
3501,EG,AENOR1646991140.58,13/10/22,Held," 685,941 ",2013
4687,EG,AENOR1646991689.27,13/10/22,Held," 386,226 ",2013
10060,QA,Applus1631006496.06,13/10/22,Held," 12,015 ",2016
7780,IN,Applus1640000422.65,13/10/22,Held," 44,777 ",2013
4823,VN,CarbonCheck_Cert1642757598.92,13/10/22,Held," 303,541 ",2013
9036,VN,CarbonCheck_Cert1647615928.47,13/10/22,Held," 844,088 ",2016
1,IN,EPIC_Sust1648535488.83,13/10/22,Held," 836,421 ",2013
4359,MU,ESPL1629924138.07,13/10/22,Held," 157,297 ",2019
4661,KR,Korean Standards Association1587373028.82,13/10/22,Held," 206,202 ",2013
9769,ET,poaiss462931341~ET,11/10/22,Held," 26,181 ",2020
3880,IN,Applus1637686622.35,10/10/22,Held," 54,658 ",2018
9067,IN,Applus1648035005.72,10/10/22,Held," 153,036 ",2013
9067,IN,Applus1648035005.72,10/10/22,Held, 147 ,2012
3838,CN,CCSC_DOE1648802085.47,10/10/22,Held," 269,477 ",2018
8978,CN,CTI1644211711.51,6/10/22,Held," 1,301,655 ",2013
9290,BR,EPIC_Sust1639489647.55,6/10/22,Held," 15,964 ",2020
9290,BR,EPIC_Sust1639489970.5,6/10/22,Held," 18,138 ",2020
52,BR,EPIC_Sust1616763334.57,5/10/22,Held," 322,166 ",2018
7727,PK,EPIC_Sust1651040215.24,4/10/22,Held," 3,327,146 ",2013
2556,TH,4KEarth1620627598.16,29/9/22,Held," 103,451 ",2017
5181,CN,CEPREI_Cert1652779612.12,29/9/22,Held," 232,259 ",2015
480,BR,ESPL1648200980.27,29/9/22,Held," 6,234 ",2019
9216,IN,KBS_Cert1638167224.51,29/9/22,Held," 54,612 ",2014
9314,PK,RWTUV1644232252.88,29/9/22,Held," 336,760 ",2016
6222,TH,poaiss717612263~TH,22/9/22,Held," 15,107 ",2019
4576,IN,Applus1642588237.38,22/9/22,Held," 19,542 ",2012
4576,IN,Applus1642588237.38,22/9/22,Held," 268,484 ",2013
9268,PK,RWTUV1644232190.72,22/9/22,Held," 299,965 ",2016
8921,CN,CTI1644211403.7,21/9/22,Held," 1,171,195 ",2013
8221,NI,RWTUV1608194678.12,19/9/22,Held," 778,631 ",2013
8221,NI,RWTUV1608194678.12,19/9/22,Held," 18,409 ",2012
4217,UG,AENOR1649268719.48,16/9/22,Held," 588,392 ",2019
6707,PH,poaiss332558690~PH,15/9/22,Held," 111,940 ",2020
7036,IN,Applus1640119294.53,15/9/22,Held," 273,574 ",2013
5485,IN,Applus1645030872.73,14/9/22,Held," 12,201 ",2020
4537,VN,BVQI1647492500.07,14/9/22,Held," 972,878 ",2016
4920,IN,Applus1645785447.36,12/9/22,Held," 30,370 ",2013
10335,MZ,ICONTEC1604441021.53,12/9/22,Held," 1,022,363 ",2017
8950,HN,poaiss960320017~HN,9/9/22,Held," 49,731 ",2019
5977,MN,AENOR1646816586.67,9/9/22,Held," 77,837 ",2020
6549,KE,ESPL1629094554.97,9/9/22,Held," 7,419 ",2018
3442,VN,4KEarth1638013168.59,8/9/22,Held," 343,811 ",2017
297,SV,AENOR1595938970.05,8/9/22,Held," 103,567 ",2019
7585,IN,Applus1628495329.97,8/9/22,Held," 21,666 ",2016
4920,IN,Applus1645785388.66,8/9/22,Held," 6,742 ",2011
5566,CN,CCSC_DOE1651739324.02,8/9/22,Held," 1,913,692 ",2013
1743,CN,CTI1643388266.28,8/9/22,Held," 76,861 ",2013
1743,CN,CTI1643388500.69,7/9/22,Held," 99,755 ",2015
8016,CN,CEPREI_Cert1647401539.55,6/9/22,Held," 5,310 ",2020
6315,IN,Applus1635250743.01,2/9/22,Held," 63,635 ",2019
6769,CN,Applus1637063563.08,2/9/22,Held," 319,869 ",2016
8102,IN,Applus1642502072.02,2/9/22,Held," 216,846 ",2018
9100,IN,EPIC_Sust1507970337.55,2/9/22,Held, 27 ,2012
9100,IN,EPIC_Sust1507970337.55,2/9/22,Held," 8,307 ",2013
7834,CN,lchan1650360916.28,2/9/22,Held," 411,296 ",2016
9981,MZ,poaiss937801223~MZ,1/9/22,Held," 14,094 ",2019
9981,MZ,poaiss389601884~MZ,1/9/22,Held," 57,834 ",2019
331,IN,Applus1625503632.92,1/9/22,Held," 88,367 ",2013
3870,IN,Applus1634636852.59,1/9/22,Held," 615,135 ",2013
8442,IN,Applus1644521335.72,1/9/22,Held," 277,955 ",2017
7901,IN,Applus1645785828.13,1/9/22,Held," 177,033 ",2019
5566,CN,CCSC_DOE1651739725.91,1/9/22,Held," 190,300 ",2020
10055,MX,RWTUV1516021455.24,30/8/22,Held," 122,148 ",2016
5896,CN,Applus1637063476.4,26/8/22,Held," 154,583 ",2014
1375,CN,CTI1643387882.72,26/8/22,Held," 758,282 ",2015
10441,LK,poaiss912888630~LK,25/8/22,Held," 45,274 ",2019
8365,IN,Applus1644573167.79,25/8/22,Held," 180,079 ",2013
8365,IN,Applus1644573167.79,25/8/22,Held," 1,128 ",2012
7099,IN,Applus1645787496.17,25/8/22,Held," 195,281 ",2013
7099,IN,Applus1645787496.17,25/8/22,Held," 6,693 ",2012
3464,BR,EPIC_Sust1636645822.2,25/8/22,Held," 146,124 ",2016
4800,CL,AENOR1622111878.88,24/8/22,Held," 30,889 ",2015
1145,IN,Applus1632765893.95,24/8/22,Held," 51,497 ",2013
10336,IN,Applus1636549802.63,24/8/22,Held," 27,948 ",2016
9418,IN,Applus1644573447.01,24/8/22,Held," 285,105 ",2013
3747,CN,Applus1637063170.97,19/8/22,Held," 140,052 ",2016
4776,IN,Applus1619867073.66,18/8/22,Held," 1,112,432 ",2020
430,IN,Applus1623948733.24,18/8/22,Held," 48,934 ",2019
4513,KE,Applus1624270431.92,18/8/22,Held," 1,270,891 ",2014
4527,CN,Applus1643109447.42,18/8/22,Held," 115,233 ",2013
7086,CN,Applus1644948598.53,18/8/22,Held," 44,637 ",2013
3748,CN,Applus1645434727.79,18/8/22,Held," 70,237 ",2016
7941,CN,Applus1647255258.44,18/8/22,Held," 210,325 ",2013
2175,CN,Applus1651316036.43,18/8/22,Held," 68,890 ",2013
9038,LA,CCSC_DOE1647831470.62,17/8/22,Held," 135,393 ",2020
1891,CN,CTI1647180592.5,17/8/22,Held," 413,285 ",2015
8982,CL,CarbonCheck_Cert1594977029.98,15/8/22,Held," 45,115 ",2013
9861,ID,Korean Standards Association1637552661.37,15/8/22,Held," 271,019 ",2019
9871,IN,Applus1631524918.22,12/8/22,Held," 161,392 ",2014
1568,IN,Applus1642188244.86,12/8/22,Held," 107,983 ",2016
9038,LA,CCSC_DOE1647831106.52,12/8/22,Held," 8,202 ",2019
10542,CL,KEMCO1619482697.72,12/8/22,Held," 4,171 ",2020
3920,IN,Applus1550141319.46,11/8/22,Held," 1,742 ",2011
3920,IN,Applus1550141319.46,11/8/22,Held," 9,621 ",2013
8917,IN,Applus1636719814.7,11/8/22,Held," 108,519 ",2013
4470,IN,Applus1636720699.71,11/8/22,Held," 57,340 ",2016
8342,IN,Applus1646937560.61,11/8/22,Held," 41,294 ",2017
8096,CN,CTI1644201581.35,11/8/22,Held," 828,014 ",2013
8344,CN,CTI1644210811.69,11/8/22,Held," 1,115,341 ",2013
1778,IN,Applus1631883784.76,10/8/22,Held," 59,206 ",2016
5962,KH,poaiss973765482~KH,5/8/22,Held," 17,519 ",2020
6164,IN,RWTUV1634744509.67,5/8/22,Held," 31,147 ",2015
9630,IN,Applus1635771470.38,4/8/22,Held," 59,974 ",2013
5425,IN,Applus1636720322.57,4/8/22,Held," 17,776 ",2016
6781,IN,Applus1636721871.32,4/8/22,Held," 68,677 ",2013
8879,CO,ESPL1638819769.65,4/8/22,Held," 86,457 ",2018
2729,IN,ESPL1642763697.98,4/8/22,Held," 19,334 ",2017
2729,IN,ESPL1642783997.98,4/8/22,Held," 57,655 ",2018
